planet_name,orbital_period,planet_radius,transit_depth,transit_duration,eq_temperature,insolation_flux,stellar_temp,stellar_radius,stellar_gravity,disposition,source
TOI 1689.01,9.1238101,2.0471844,283.324087,5.1188391,890.69861,148.7455904,5470.16,1.1485,4.30008,,TESS
TOI 169.01,2.2554459,11.0535293,5283.7103901,1.6678604,1579.7828847,1472.0095217,5817.0,1.29661,4.23,2.0,TESS
TOI 1690.01,1.4079369,,484643.7441389,0.3063531,1626.2264571,1652.8943345,5780.0,,4.438,2.0,TESS
TOI 1691.01,16.7368995,2.88015,989.0,4.561,834.0,80.3869,5759.0,1.0,4.44767,2.0,TESS
TOI 1692.01,17.7286608,4.9572307,1086.4618139,6.4427868,909.5495957,161.7433903,6554.0,1.45796,4.24316,1.0,TESS
TOI 1692.02,32.2079698,7.3178089,2409.2943157,7.519958,793.0,72.9642265,6554.0,1.45796,4.24316,1.0,TESS
TOI 1693.01,1.766692,1.5574734,830.5082973,1.4196682,700.8548645,57.0208084,3474.0,0.46126,4.77152,2.0,TESS
TOI 1694.01,3.7701296,5.4800266,4361.1801082,2.8512056,953.4195932,195.2881696,5058.0,0.81833,4.53907,2.0,TESS
TOI 1695.01,3.1342946,1.7992966,1183.6060713,1.2158796,618.3628631,34.5537033,3575.0,0.516105,4.72334,2.0,TESS
TOI 1696.01,2.5005291,3.1713853,12579.3504758,0.8809865,491.6465759,13.8080731,3181.0,0.280475,4.94798,2.0,TESS
TOI 1697.01,10.716524,2.34185,1280.0,3.075,587.0,19.7169,4067.0,0.65,4.50609,1.0,TESS
TOI 1698.01,17.04198,,3520.0,1.578,1092.0,236.097,7697.2,,,1.0,TESS
TOI 1699.01,4.5470055,3.0070741,813.7370725,2.382923,1096.3569775,341.4514343,5654.4,1.03909,4.41,1.0,TESS
TOI 170.01,3.7115129,13.941,12280.0,2.685,1245.0,399.006,5973.0,1.22,4.31,1.0,TESS
TOI 1700.01,1.12355,3.49799,1020.0,1.611,2055.0,2963.42,5524.0,1.01,4.41,0.0,TESS
TOI 1701.01,1.3341738,4.5073642,2283.6562849,1.3470884,1320.8410635,719.3218467,4685.1,0.878958,4.42,1.0,TESS
TOI 1702.01,0.40312,2.95177,1000.0,0.853,1645.0,1215.98,4252.9,0.89,4.37,0.0,TESS
TOI 1703.01,1.2016105,5.3210497,2414.8791188,0.6498366,1759.6991613,2266.0772453,5747.6,1.07532,4.39,1.0,TESS
TOI 1704.01,3.929983,6.51515,2270.0,2.153,1244.0,398.651,6621.9,1.34,4.33,0.0,TESS
TOI 1705.01,13.2054538,3.74642,644.0,4.875,1039.0,193.559,6653.0,1.67,4.14,0.0,TESS
TOI 1706.01,4.5156072,2.07194,449.0,2.628,1297.0,470.034,5617.0,0.97,4.47,1.0,TESS
TOI 1706.02,7.4057777,1.67743,325.0,2.778,1111.0,253.592,5617.0,0.97,4.47,1.0,TESS
TOI 1707.01,2.02365,5.96472,1710.0,2.585,1952.0,2411.54,6582.0,1.48,4.24,0.0,TESS
TOI 1708.01,11.44192,9.64245,5510.0,3.841,1006.0,170.262,6259.0,1.24,4.34,,TESS
TOI 1709.01,7.6288424,18.0261,10850.0,3.311,1194.0,338.345,6157.0,1.6,4.1,1.0,TESS
TOI 171.01,1.238601,12.1897562,12167.5309178,1.9048913,1639.963909,1709.4569331,5237.0,1.1072299,4.2427,1.0,TESS
TOI 171.02,1.8135767,7.660458,4166.2802035,1.0753316,1819.5378757,2590.3914807,5237.0,1.1072299,4.2427,0.0,TESS
TOI 1710.01,24.2833782,5.21152,2844.0,5.132,654.0,30.5138,5675.0,0.98,4.46,2.0,TESS
TOI 1711.01,10.2558,7.44683,5740.0,5.088,934.0,126.859,5326.0,0.97,4.43,0.0,TESS
TOI 1712.01,3.566276,20.2251,3870.0,4.197,1851.0,1949.16,6831.4,3.17,3.61,0.0,TESS
TOI 1713.01,0.5572565,3.2761782,1198.7212417,0.5671304,1949.7515652,3415.3727761,5097.6,0.946,4.42,1.0,TESS
TOI 1714.01,3.4744763,19.6131,12920.0,4.258,1789.0,1701.38,6642.3,1.67,4.14,1.0,TESS
TOI 1715.01,2.8269356,4.8112209,950.9544382,1.1692366,1795.9446278,2458.6277073,7072.0,1.50581,4.28,0.0,TESS
TOI 1716.01,8.082354,2.72432,559.0,3.284,959.0,140.474,5878.6,1.24,4.28,2.0,TESS
TOI 1717.01,4.052389,13.1098,8976.0,2.169,1227.0,377.016,6578.0,1.36,4.31,1.0,TESS
TOI 1718.01,5.5870396,4.24332,1907.0,2.745,948.0,134.155,5378.0,0.94,4.46,1.0,TESS
TOI 1719.01,2.7552586,9.65945,338.0,1.17,1481.0,799.261,6096.4,4.17,3.26,1.0,TESS
TOI 172.01,9.47686,9.80856,2980.0,4.392,993.0,161.969,5801.8,1.79,4.32,2.0,TESS
TOI 1720.01,2.6158597,13.1204,13363.0,2.517,1267.0,428.036,5267.0,1.08,4.32,1.0,TESS
TOI 1721.01,4.1250429,15.3479,8804.0,4.454,1608.0,1112.27,6304.0,1.62,4.11,1.0,TESS
TOI 1722.01,9.6052235,3.86469,1437.0,3.628,952.0,136.86,6137.0,1.09,4.43,1.0,TESS
TOI 1723.01,13.7270395,2.95921,901.0,4.007,802.0,68.9542,5777.0,1.09,4.38035,2.0,TESS
TOI 1724.01,0.6850808,1.9806358,2675.7176662,1.0565887,922.0627729,170.8295335,3541.0,0.380019,4.8452,0.0,TESS
TOI 1725.01,1.0914304,22.6154555,15377.7920504,3.05123,2428.5408709,8220.5839513,6154.0,1.74942,4.02046,1.0,TESS
TOI 1726.01,7.107934,2.2881711,501.6058242,3.440833,885.9071544,145.5706555,5694.11,0.902932,4.53108,2.0,TESS
TOI 1726.02,20.5438153,2.5734283,799.3817133,4.0537919,621.931143,35.3582059,5694.11,0.902932,4.53108,2.0,TESS
TOI 1727.01,1.8308782,2.1988321,464.5713657,1.5764906,1430.8837135,990.6913333,5566.0,0.98869,4.44006,1.0,TESS
TOI 1728.01,3.4913952,4.9395,5400.0,1.763,718.0,44.3221,3907.0,0.63,4.62346,2.0,TESS
TOI 1729.01,0.5732087,,432048.7343961,0.4582376,,,5780.0,,4.438,0.0,TESS
TOI 173.01,29.7537451,11.9868976,6350.8299407,8.0780445,777.9510591,86.5625631,6409.0,1.46863,4.20097,1.0,TESS
TOI 173.02,9.1702265,2.6317754,305.9835677,5.6855842,1151.7002703,415.7946307,6409.0,1.46863,4.20097,1.0,TESS
TOI 1730.01,6.2262315,2.75524,1488.0,2.239,910.0,114.271,3691.0,0.53,4.70931,1.0,TESS
TOI 1730.02,2.1555232,1.47809,742.0,1.445,944.0,132.347,3691.0,0.53,4.70931,1.0,TESS
TOI 1730.03,12.5739572,2.4359,2170.0,2.722,439.0,6.20302,3691.0,0.53,4.70931,1.0,TESS
TOI 1731.01,3.9228042,15.8493,13970.0,3.205,1369.0,583.697,6193.0,1.3,4.2858,1.0,TESS
TOI 1732.01,4.1192231,2.2236629,1236.5042452,2.1841675,657.7908482,44.2458262,3876.0,0.632571,4.62394,1.0,TESS
TOI 1733.01,5.80322,6.3744,1710.0,1.569,781.0,61.8583,5846.0,1.5,4.11,0.0,TESS
TOI 1734.01,28.8745078,2.7122882,584.5089133,4.4849765,586.7970552,28.0202951,5773.0,0.988898,4.46229,1.0,TESS
TOI 1735.01,10.3857602,2.37414,380.0,3.101,904.0,110.973,6439.0,1.26,4.35142,1.0,TESS
TOI 1736.01,7.0731057,2.69175,439.0,3.819,1099.0,242.723,5656.0,1.41,4.1408,2.0,TESS
TOI 1737.01,14.4479828,2.79468,218.0,6.353,1605.0,1104.29,6669.0,1.95,4.01,1.0,TESS
TOI 1738.01,3.6985817,4.3816478,3061.8238445,1.5474205,709.1406179,59.7654849,3948.0,0.6692,4.59404,1.0,TESS
TOI 1739.01,8.3033493,1.95844,571.0,1.705,685.0,36.5628,4814.0,0.78,4.54519,2.0,TESS
TOI 174.01,17.6671687,1.87042,854.0,2.525,462.0,7.60884,4813.0,0.69,4.38,2.0,TESS
TOI 174.02,29.7975205,1.60982,671.0,2.782,374.0,3.2713,4813.0,0.69,4.38,2.0,TESS
TOI 174.03,12.1623316,1.15643,317.0,2.614,638.0,27.5458,4813.0,0.69,4.38,2.0,TESS
TOI 174.04,3.9766833,0.757588,142.0,1.859,855.0,89.0886,4813.0,0.69,4.38,2.0,TESS
TOI 174.05,7.9076222,0.969819,217.0,2.611,720.0,44.8107,4813.0,0.69,4.38,2.0,TESS
TOI 1740.01,19.428419,2.4616462,850.4127883,3.5727154,582.3179815,27.1745153,5366.0,0.835173,4.56253,1.0,TESS
TOI 1741.01,10.9406641,1.36492,440.0,2.175,503.0,10.665,4324.0,0.61,4.697,1.0,TESS
TOI 1742.01,21.2690422,1.87711,350.0,5.893,770.0,58.618,5707.0,1.16,4.31886,2.0,TESS
TOI 1743.01,4.2660553,3.30511,1700.0,0.69,506.0,10.8837,3281.0,0.32,4.90415,2.0,TESS
TOI 1744.01,22.3417286,2.54102,472.0,2.582,598.0,21.2584,6179.0,1.14,4.3969,2.0,TESS
TOI 1745.01,5.984871,3.4443503,2583.7788262,2.2695614,519.0,13.8196717,3759.0,0.424468,4.80439,1.0,TESS
TOI 1746.01,2.5253323,1.4761503,1258.5718559,0.989829,576.4840036,26.1017752,3340.0,0.410465,4.81708,1.0,TESS
TOI 1746.02,3.8776815,1.365807,1077.9105507,1.0297542,499.6923767,14.7343811,3340.0,0.410465,4.81708,1.0,TESS
TOI 1747.01,2.7546548,2.08088,394.0,0.561,808.0,71.0366,4435.0,0.7,4.58929,1.0,TESS
TOI 1748.01,1.8318623,1.5299007,403.1219726,1.4211172,1144.0968579,404.9227459,4837.0,0.768226,4.51662,1.0,TESS
TOI 1749.01,4.4891367,1.9980298,1271.1867023,1.8833377,625.4009463,36.1538988,3959.0,0.561356,4.68416,2.0,TESS
TOI 1749.02,9.0447039,2.2493746,1611.0010188,1.7653148,495.1628187,14.2073509,3959.0,0.561356,4.68416,2.0,TESS
TOI 1749.03,2.3889051,1.3399401,569.8511771,1.032409,771.7556976,83.8378977,3959.0,0.561356,4.68416,1.0,TESS
TOI 175.01,3.6906759,1.36751,1657.0,1.107,479.0,8.77401,3469.0,0.31,4.9401,2.0,TESS
TOI 175.02,7.4507305,3.04528,1542.0,0.475,329.0,1.96064,3469.0,0.31,4.9401,2.0,TESS
TOI 175.03,2.2531062,0.826635,682.3972723,0.9939837,567.3025213,24.4782213,3469.0,0.31416,4.9401,2.0,TESS
TOI 1750.01,11.3373614,2.619494,1194.0451617,2.8611319,612.9150641,33.3520232,4765.0,0.768675,4.55138,1.0,TESS
TOI 1751.01,37.4685042,2.56325,429.0,7.685,1037.0,192.521,6114.0,1.27,4.293,2.0,TESS
TOI 1752.01,0.9351891,1.8032935,1150.2871156,0.7694649,952.065635,194.1728744,3652.0,0.526987,4.71387,1.0,TESS
TOI 1752.02,32.7135406,2.4202837,1469.2598788,5.075467,291.1102616,1.6972705,3652.0,0.526987,4.71387,1.0,TESS
TOI 1753.01,5.3846239,2.6170633,630.6901313,3.2617296,1001.7564461,237.9959598,5700.0,0.959022,4.48088,2.0,TESS
TOI 1754.01,16.2143217,2.8235075,1553.7064339,3.8395249,404.1671972,6.3061639,3849.0,0.593295,4.65688,1.0,TESS
TOI 1755.01,60.1848926,11.0047,2242.0,3.546,597.0,21.2072,6499.0,1.27,4.35362,,TESS
TOI 1756.01,2.7830114,1.7104603,916.2640701,1.7406295,696.3924073,55.5823764,3756.0,0.562607,4.68309,1.0,TESS
TOI 1757.01,2.125687,1.6780073,570.6858828,1.4649664,970.7631647,209.8814988,4428.0,0.707159,4.57977,1.0,TESS
TOI 1757.02,5.0097113,1.6316574,560.4159621,0.9457107,729.4723335,66.920057,4428.0,0.707159,4.57977,1.0,TESS
TOI 1758.01,20.7051499,3.39245,1822.0,3.348,531.0,13.1989,5169.0,0.81,4.57,2.0,TESS
TOI 1759.01,18.8500438,3.09094,2610.0,3.407,435.0,5.95531,3960.0,0.63,4.62853,2.0,TESS
TOI 176.01,16.155373,10.424281,71225.723174,1.556705,297.2885497,1.8460086,3270.0,0.271,4.98242,0.0,TESS
TOI 1760.01,11.062666,2.6437021,4957.8780942,2.0842156,293.8838939,1.7628857,3212.0,0.254522,4.98029,0.0,TESS
TOI 1761.01,11.5922513,2.4230886,373.1625573,3.4868947,926.7725725,174.3466841,6311.0,1.19407,4.37813,1.0,TESS
TOI 1762.01,24.141229,4.0770689,1612.7795426,3.069765,637.122924,38.9416122,6156.0,0.94842,4.55262,1.0,TESS
TOI 1763.01,3.797872,1.9296055,1501.0825028,1.0636976,554.7006125,22.3746156,3520.0,0.472869,4.76125,1.0,TESS
TOI 1764.01,47.3860753,9.77368,19550.0,1.81,248.0,0.636581,4415.0,0.62,4.69831,1.0,TESS
TOI 1765.01,3.493958,5.65971,3650.0,1.961,984.0,156.241,5203.4,0.9,4.47,1.0,TESS
TOI 1766.01,2.7033942,16.72,10340.0,2.927,1790.0,1704.57,6518.0,1.61,4.15,1.0,TESS
TOI 1767.01,4.3532339,16.2509,10270.0,3.869,1388.0,617.309,5914.0,1.59,4.07,1.0,TESS
TOI 1768.01,7.3377236,3.2807,795.0,4.243,1566.0,998.435,5994.0,1.1,4.4,2.0,TESS
TOI 1769.01,0.6097554,3.5774,670.0,0.416,1599.0,1086.19,5493.0,0.89,4.52,,TESS
TOI 177.01,2.8531016,2.02068,1395.0,1.142,610.0,23.0419,3703.0,0.52,4.76229,2.0,TESS
TOI 1770.01,1.0924536,6.5935026,874.580104,1.2245785,2235.1877779,5898.9818226,6273.0,1.4487799,4.2,0.0,TESS
TOI 1771.01,3.2122302,13.0356,14429.0,2.653,1183.0,325.569,5357.7,1.04,4.37,1.0,TESS
TOI 1772.01,8.0542207,2.8337706,706.8165307,3.0287161,877.6725493,140.2332705,5583.1,0.995254,4.44,2.0,TESS
TOI 1772.02,,4.7263644,2162.8449313,5.3489749,811.6771905,102.5780334,5583.1,0.995254,4.44,1.0,TESS
TOI 1773.01,0.7365463,2.0231121,384.6733121,1.5732208,1831.2668801,2657.8322415,5250.0,0.963515,4.42,1.0,TESS
TOI 1774.01,16.7100422,2.7396616,615.2873631,5.4004652,747.4400609,73.7609475,5853.7,1.09271,4.38636,2.0,TESS
TOI 1775.01,10.2405483,8.69623,9950.0,3.538,760.0,55.4426,5251.0,0.84,4.54337,2.0,TESS
TOI 1776.01,2.8009915,1.4033915,204.8553325,1.4985399,1240.8853925,560.3349224,5723.87,0.945408,4.49543,2.0,TESS
TOI 1777.01,14.6503935,1.81908,330.0,2.08,580.0,18.7938,5859.45,0.98,4.4776,2.0,TESS
TOI 1778.01,6.5273884,2.8972637,415.430891,3.1190657,1149.830319,413.1007903,6023.0,1.32944,4.23995,2.0,TESS
TOI 1779.01,1.8817191,10.9698,99270.0,1.236,606.0,22.5072,3138.0,0.31,4.91873,1.0,TESS
TOI 178.01,6.5578513,2.54474,1596.0,2.08,622.0,24.9125,4111.0,0.66,4.55528,2.0,TESS
TOI 178.02,20.708504,3.751004,1657.067907,2.236524,535.9397866,19.4977725,4111.0,0.701202,4.55528,2.0,TESS
TOI 178.03,9.9616347,2.2807327,1084.4327062,2.4648052,551.2319188,21.8201851,4111.0,0.660806,4.55528,2.0,TESS
TOI 178.04,3.2384253,1.5148369,532.7580623,1.9941055,801.6779386,97.6159379,4111.0,0.660806,4.55528,1.0,TESS
TOI 178.05,15.2321843,2.6196767,1228.5332287,2.5318138,225.1300261,0.6070922,4111.0,0.660806,4.55528,1.0,TESS
TOI 1780.01,1.7063264,10.1999,10980.0,1.359,1091.0,235.772,4974.0,0.9,4.44059,1.0,TESS
TOI 1781.01,2.9720774,15.6498,6440.0,4.41,1848.0,1939.51,6101.12,1.95,3.92024,1.0,TESS
TOI 1782.01,4.9877056,2.4703077,1192.3398198,2.2769107,697.8376698,56.0452278,4336.0,0.668693,4.62012,2.0,TESS
TOI 1782.02,1.8290294,2.1268375,704.8493933,1.6679098,974.9472494,213.5233995,4336.0,0.668693,4.62012,2.0,TESS
TOI 1782.03,18.7559765,2.9737536,1506.818331,2.5550705,448.7537809,9.5841474,4336.0,0.668693,4.62012,1.0,TESS
TOI 1783.01,1.4198659,2.2822776,465.2106205,1.3058497,1520.4997021,1263.1832531,5406.0,0.984511,4.42475,1.0,TESS
TOI 1784.01,2.0937563,6.75578,1250.0,0.433,1014.0,175.656,6435.69,1.23,4.3758,,TESS
TOI 1785.01,11.0023133,4.25882,298.0,5.305,1120.0,261.664,6264.0,2.87,4.25903,1.0,TESS
TOI 1786.01,9.573548,15.6118,2788.0,2.036,1135.0,275.837,6505.0,1.83,4.04,0.0,TESS
TOI 1787.01,8.7046669,28.8458,9660.0,2.58,1172.0,313.381,6427.0,1.67,4.11,1.0,TESS
TOI 1788.01,5.34326,10.4171,6980.0,1.426,751.0,52.9343,5776.0,1.26,4.25,0.0,TESS
TOI 1789.01,3.2087149,12.3921,1960.0,1.639,1287.0,455.479,5971.4,2.26,3.77,2.0,TESS
TOI 179.01,4.1374379,2.6757659,1125.5354645,1.8454937,918.6796864,168.3361754,5058.0,0.802633,4.51761,2.0,TESS
TOI 1790.01,9.62517,2.03371,540.0,3.725,1007.0,170.739,6149.0,0.93,4.57,,TESS
TOI 1791.01,48.4808217,2.36501,110.0,8.081,684.0,36.5063,6153.0,2.47,3.72,,TESS
TOI 1792.01,8.8164887,1.28915,170.0,3.895,973.0,149.167,5502.5,0.99,4.43,1.0,TESS
TOI 1793.01,55.087,4.36639,2509.0,5.709,562.0,16.5899,5175.0,0.87,4.51,2.0,TESS
TOI 1794.01,8.7655468,3.3302665,572.6986983,4.0264463,992.0587214,228.9130329,5707.0,1.29921,4.21803,2.0,TESS
TOI 1795.01,2.7917911,6.0002066,1018.9771433,1.4664254,1435.6065273,1003.8358436,6071.0,1.16271,4.36,0.0,TESS
TOI 1796.01,2.6438856,3.812114,6404.7051471,0.9689289,594.0533593,29.4322068,3456.0,0.425432,4.8,1.0,TESS
TOI 1797.01,3.6451549,2.99324,780.0,2.055,1143.0,283.719,5922.0,1.05,4.43,2.0,TESS
TOI 1797.02,1.0376109,1.53671,210.0,1.588,1926.0,2287.71,5922.0,1.05,4.43,2.0,TESS
TOI 1798.01,8.0214735,2.3381058,882.3089291,3.2087652,737.0887807,69.7589934,5165.2,0.784618,4.59,2.0,TESS
TOI 1798.02,0.4378083,1.374002,290.8856184,1.1404291,1943.1657306,3369.4605233,5165.2,0.784618,4.59,2.0,TESS
TOI 1799.01,7.093853,1.6277147,284.2381135,2.5107626,911.9619079,163.4661355,5690.0,0.956941,4.48062,2.0,TESS
TOI 180.01,0.8353899,10.0508253,2265.3656619,1.0385175,2917.1103577,17113.247799,6082.0,2.0701201,3.77654,,TESS
TOI 1800.01,4.1244833,12.4249,9590.0,3.567,1289.0,459.542,5634.0,1.26,4.24009,1.0,TESS
TOI 1801.01,10.6439385,1.98891,1240.0,2.713,504.0,10.7276,3815.0,0.55,4.69775,2.0,TESS
TOI 1802.01,16.7961107,2.5066457,1816.2755985,3.4989302,397.8391483,5.9204002,3859.0,0.582436,4.66612,1.0,TESS
TOI 1803.01,12.8858629,4.21693,3170.0,2.098,576.0,18.3406,4868.61,0.69,4.6604,1.0,TESS
TOI 1803.02,6.2932111,2.98555,1810.0,2.188,769.0,58.2524,4868.61,0.69,4.6604,1.0,TESS
TOI 1804.01,4.9246365,2.74529,803.0,2.756,1060.0,210.206,5428.81,1.06,4.3631,1.0,TESS
TOI 1805.01,24.0510453,2.9822257,1194.9103544,3.3687329,538.7398234,19.9084441,5232.43,0.855433,4.52455,1.0,TESS
TOI 1806.01,15.1512051,2.8411799,4955.304292,2.3438166,308.7009384,2.1462129,3272.0,0.401575,4.82521,2.0,TESS
TOI 1806.02,8.1960758,2.7663658,4699.5344472,1.4883227,378.8654659,4.8692389,3272.0,0.401575,4.82521,1.0,TESS
TOI 1806.03,0.5019031,1.8451862,1536.5683135,0.9470423,961.1999156,201.7325126,3272.0,0.401575,4.82521,1.0,TESS
TOI 1807.01,0.54937,1.53904,370.0,0.883,1706.0,1407.22,4612.99,0.74,4.56172,2.0,TESS
TOI 1808.01,2.1075001,11.7706128,4256.1743008,1.9093483,1896.6316071,3058.1088297,6351.66,1.59204,4.13453,0.0,TESS
TOI 1809.01,4.6170519,12.4681,12210.0,3.555,1281.0,447.82,5797.0,1.11,4.36164,1.0,TESS
TOI 181.01,4.5320502,7.0590799,7874.5852788,2.3754425,850.9218562,123.9023995,4983.0,0.805573,4.61445,2.0,TESS
TOI 1810.01,1.3273482,15.4709,18850.0,2.083,1697.0,1378.13,5555.05,1.07,4.36832,1.0,TESS
TOI 1811.01,3.7130701,11.7215,19610.0,1.654,762.0,55.9743,4719.0,0.81,4.49738,2.0,TESS
TOI 1812.01,,7.0430812,9219.8978429,7.3027567,571.1843728,25.1551128,5059.36,0.738692,4.62542,1.0,TESS
TOI 1812.02,11.6098182,2.7371461,1391.5795455,3.5623705,623.412155,35.6962064,5059.36,0.738692,4.62542,1.0,TESS
TOI 1812.03,48.3320223,5.0923959,4780.0505501,5.3736904,307.5828267,2.1152872,5059.36,0.738692,4.62542,1.0,TESS
TOI 1813.01,0.798,2.95586,190.0,0.679,1525.0,898.537,6194.2,1.84,4.0,0.0,TESS
TOI 1814.01,6.3684627,5.1407901,461.2506691,6.3480149,977.8321546,216.0619339,4971.0,2.3894999,,1.0,TESS
TOI 1815.01,2.555332,20.5128,6550.0,5.14,2259.0,4328.46,6454.0,2.48,3.77,0.0,TESS
TOI 1816.01,22.7873,2.42982,410.0,5.334,,57.1127,5845.0,1.16,,,TESS
TOI 1817.01,13.3983724,6.0631073,1329.4475111,2.2302111,957.0695694,198.2873611,6131.3,1.45244,4.18,1.0,TESS
TOI 1818.01,5.5115114,10.0325305,3342.8070054,4.7379743,1378.4287279,853.2145726,6236.9,1.63332,4.09,1.0,TESS
TOI 1819.01,3.09374,1.72207,150.0,2.451,1541.0,936.396,6610.0,1.47,4.24,,TESS
TOI 182.01,1.76918,11.6236,9570.0,1.768,1780.0,1670.21,5569.0,0.96,4.32065,,TESS
TOI 1820.01,4.860673,11.4272,6140.0,2.632,1151.0,292.245,5778.2,1.4,4.16,2.0,TESS
TOI 1821.01,9.4893231,2.4304,940.0,2.757,708.0,41.924,5120.0,0.77,4.6,1.0,TESS
TOI 1822.01,9.6136615,14.5701,7000.0,5.292,1037.0,192.623,5637.7,1.71,3.97,,TESS
TOI 1823.01,38.8135498,8.20695,9593.0,5.944,486.0,9.29717,4760.0,0.82,4.49,2.0,TESS
TOI 1824.01,22.8085719,2.45459,977.0,3.847,544.0,14.6287,5182.0,0.82,4.55,2.0,TESS
TOI 1825.01,10.1824299,10.7723,10610.0,2.788,768.0,57.9125,5450.0,1.01,4.42,1.0,TESS
TOI 1826.01,4.1419805,12.9812632,10130.9411804,2.3809654,1182.988488,462.8529919,5418.3,1.15614,4.31,2.0,TESS
TOI 1827.01,1.467119,1.3241394,1550.632368,1.0069313,639.3631768,39.492214,3297.0,0.331472,4.89,2.0,TESS
TOI 1828.01,9.0941239,8.09838,2570.0,4.389,1020.0,180.272,5759.8,1.56,4.07,2.0,TESS
TOI 1829.01,6.2895835,15.9901,24300.0,3.044,930.0,124.221,5565.0,1.02,4.41544,1.0,TESS
TOI 183.01,3.4307565,29.7749124,9664.2985634,3.1443388,2139.9713716,4956.2460141,6270.0,2.72192,3.61332,0.0,TESS
TOI 1830.01,9.7815625,18.205,20040.0,3.736,1079.0,225.192,6327.16,1.21,4.37297,0.0,TESS
TOI 1831.01,0.5553244,4.4033839,353.7045175,0.8336658,3711.6634241,44853.3980885,6864.0,2.2681701,3.89932,,TESS
TOI 1832.01,4.1508569,7.61178,8700.0,2.19,837.0,81.7443,4652.0,0.78,4.52358,1.0,TESS
TOI 1833.01,3.6935997,17.0086591,8580.4318905,4.466185,1622.8246189,1639.1071763,6097.47,1.78076,3.99566,1.0,TESS
TOI 1834.01,1.2164402,16.0243,15450.0,1.847,2139.0,3477.13,5610.0,1.02,4.42006,,TESS
TOI 1835.01,5.6419598,1.8245844,543.838848,3.0871502,843.1141848,119.4171181,5297.0,0.782479,4.61016,1.0,TESS
TOI 1835.02,,2.5398986,886.4838237,3.9454498,672.7171326,48.4006234,5297.0,0.782479,4.61016,1.0,TESS
TOI 1836.01,20.3807824,8.2227994,2371.5221505,6.6590149,897.7592727,153.5184581,6351.0,1.61988,4.12,2.0,TESS
TOI 1836.02,1.7727505,2.73549,243.0,1.519,2058.0,2981.98,6351.0,1.62,4.12,0.0,TESS
TOI 1837.01,5.8182239,7.8231031,1069.5709916,1.1943658,1453.0357399,1053.479741,5961.28,1.99038,3.87842,,TESS
TOI 1838.01,2.1747062,14.231871,11173.1929564,2.846111,1618.6367047,1622.2528254,6046.76,1.2561899,4.28918,1.0,TESS
TOI 1839.01,1.4238067,2.6855348,721.0458571,1.5009585,1405.3497526,921.846663,5382.69,0.848099,4.55152,1.0,TESS
TOI 184.01,4.8170684,24.4342674,23137.3629965,3.1822663,1416.8065929,952.2769628,6380.0,1.44956,4.24852,0.0,TESS
TOI 1840.01,7.8456075,14.2866,7020.0,5.892,1442.0,718.188,6266.0,1.65,4.08874,1.0,TESS
TOI 1841.01,4.3011975,15.3684,22050.0,2.982,1027.0,185.119,5115.16,1.03,4.34437,1.0,TESS
TOI 1842.01,9.5739531,12.4956,3170.0,4.172,1208.0,354.639,6115.0,2.05,3.87646,2.0,TESS
TOI 1843.01,9.1469122,12.7002634,8770.0961182,4.618497,999.320223,235.6892132,5954.0,1.2752,4.26,0.0,TESS
TOI 1844.01,3.2130578,11.0975,22530.0,2.169,918.0,118.075,4652.87,0.7,4.61265,1.0,TESS
TOI 1845.01,3.6610026,13.3480688,18701.4218317,2.6047415,1066.031538,305.2117259,5271.0,0.943402,4.44,1.0,TESS
TOI 1846.01,3.9306746,1.7902006,1637.1984269,1.4305142,523.4432264,17.7418678,3512.0,0.411452,4.81618,2.0,TESS
TOI 1847.01,35.4557945,8.9807,9890.0,3.867,485.0,9.24196,5076.0,0.83,4.53,1.0,TESS
TOI 1847.02,12.7645811,4.21676,3000.0,2.132,550.0,15.1947,5076.0,0.83,4.53,1.0,TESS
TOI 1848.01,5.4809161,8.64837,2770.0,5.031,1507.0,856.944,5923.0,1.62,4.05,0.0,TESS
TOI 1849.01,9.862756,8.40839,4278.0,2.323,942.0,130.902,5595.0,1.14,4.32,,TESS
TOI 185.01,0.9414525,15.342,11445.0,2.05,2251.0,4266.74,6400.0,1.35,4.36583,1.0,TESS
TOI 1850.01,7.39143,16.4641,5880.0,1.252,774.0,59.8747,5224.6,1.14,4.28,,TESS
TOI 1851.01,6.0179742,10.0342,13910.0,1.278,562.0,16.6492,4567.0,0.76,4.53,,TESS
TOI 1852.01,2.3601883,13.4654,21460.0,2.455,1321.0,505.623,5356.0,0.9,4.49,1.0,TESS
TOI 1853.01,1.2436239,3.89334,1790.0,1.211,1272.0,435.33,4968.8,0.84,4.5,2.0,TESS
TOI 1854.01,2.5267353,12.697976,17543.876912,2.2654363,1089.5431103,333.0417477,4836.0,0.871731,4.45,1.0,TESS
TOI 1855.01,1.3641482,19.5876,7820.0,0.952,1505.0,852.162,5347.0,1.08,4.33,2.0,TESS
TOI 1856.01,197.0336254,12.0713,11900.0,7.338,316.0,1.65744,5616.4,1.0,4.44,0.0,TESS
TOI 1857.01,0.7759895,10.4239,2450.0,1.135,2359.0,5149.47,7218.0,2.26,3.94,,TESS
TOI 1858.01,2.0912089,18.3695,20760.0,1.144,933.0,126.014,4220.9,0.77,4.49,1.0,TESS
TOI 1859.01,63.4839358,11.1495,5357.0,5.457,615.0,23.786,6415.0,1.4,4.26,2.0,TESS
