planet_name,transit_depth,transit_duration,eq_temperature,insolation_flux,planet_radius,stellar_temp,stellar_gravity,disposition
TOI 2274.01,827.5423687,0.9028948,771.4561825,83.7078249,1.8334769,3943.0,4.62547,2.0
TOI 2274.02,427.0,1.119,1104.0,247.175,1.44009,3943.0,4.62547,1.0
TOI 2275.01,1039.4977103,1.3244754,494.4464236,14.1253091,2.3244125,4863.0,4.63136,1.0
TOI 2276.01,341.5578492,6.7753035,383.3506039,5.1039406,1.9249103,5482.02,4.5343,1.0
TOI 2277.01,178.9213506,12.4042036,644.2621741,40.7166029,3.3789105,6358.0,3.76624,1.0
TOI 2278.01,920.0,0.447,704.0,40.7842,1.87124,3412.0,4.9014,1.0
TOI 2279.01,803.0,1.501,1160.0,301.599,2.34132,4962.0,4.55115,1.0
TOI 228.01,12250.4189724,2.5524772,1432.3687809,994.8105653,13.7470239,5738.0,4.23836,1.0
TOI 2280.01,559.9932489,2.3690896,1375.4544745,845.8744041,9.1300283,6175.0,3.37301,1.0
TOI 2281.01,342.5966404,10.3865576,520.2849849,17.3175389,2.8961818,6683.0,4.22146,1.0
TOI 2282.01,202.0868952,6.8268193,1203.1992033,495.3032121,2.8228669,7020.0,4.09526,1.0
TOI 2284.01,487.0,2.586,1186.0,328.783,2.38733,6109.0,4.33438,0.0
TOI 2285.01,1154.3278885,2.4164839,287.0767134,1.6051398,1.5781136,3546.0,4.77262,2.0
TOI 2286.01,618.5780905,10.7569968,434.6883098,8.4378703,3.7472354,6863.0,4.27882,1.0
TOI 2287.01,189.027556,3.3324162,898.9288685,154.3200348,1.7481305,6037.0,4.32817,1.0
TOI 2288.01,2147.0816912,2.6426767,518.7006367,17.1075621,2.7931797,4066.0,4.67766,1.0
TOI 2289.01,851.8694759,5.1295954,453.9864688,10.0390505,3.3507179,5717.0,4.43377,1.0
TOI 229.01,11383.7527081,1.7185367,1085.5253926,328.1564535,10.9257115,5100.0,4.4651,1.0
TOI 2290.01,437.6381201,0.9122445,1386.5985937,873.6229278,1.1988782,3863.0,4.67991,1.0
TOI 2291.01,1425.9330181,1.5560322,451.5202868,9.8226818,1.977596,3869.0,4.75875,1.0
TOI 2292.01,630.0,2.444,894.0,106.205,2.4422,5781.0,4.45679,1.0
TOI 2293.01,1742.7332385,1.9825707,503.4234887,15.1794104,2.1199939,3668.0,4.73795,1.0
TOI 2294.01,718.3774619,9.2318877,314.1604363,2.3021148,3.6888424,6424.0,4.33722,1.0
TOI 2295.01,990.0,2.409,709.0,42.0912,7.64759,5660.0,4.10485,1.0
TOI 2296.01,403.2688035,15.5650549,315.0609123,2.3286226,1.8388146,5373.01,4.49164,1.0
TOI 2297.01,540.6928554,3.8087167,504.6753756,15.3309639,1.9509885,4836.0,4.53282,1.0
TOI 2298.01,1990.1263914,7.6412469,212.0685941,0.4779984,2.8951165,4239.0,4.61861,1.0
TOI 2300.01,1163.8416088,2.585881,933.2585799,179.2788125,3.2987328,5607.0,4.63178,1.0
TOI 2300.02,4652.019556,3.8493075,634.6510571,38.3407878,5.7063938,5607.0,4.63178,1.0
TOI 2300.03,8209.2875404,17.0708835,179.478432,0.245228,7.6712645,5607.0,4.63178,1.0
TOI 2301.01,255.0,4.592,2872.0,11299.9,4.01623,6187.0,4.09624,1.0
TOI 2303.01,4971.1456595,1.474746,2797.5117326,14474.6698966,12.2917419,6454.0,4.3,0.0
TOI 2304.01,967.7626685,2.6715391,1001.354025,237.6137635,3.9938238,6223.0,4.33525,1.0
TOI 2306.01,11083.8941211,2.0941681,1302.3502129,679.8798081,13.2344892,5535.6,4.4,1.0
TOI 2307.01,8514.9665485,1.8238879,1444.2022665,1028.0946298,14.1985341,5465.0,4.4,1.0
TOI 2308.01,8058.0771611,2.3101443,1418.9101379,957.9449856,13.9784675,6373.5,4.2,1.0
TOI 2309.01,802.3053384,6.4172007,822.6676779,108.2477155,4.03042,6276.1,4.25063,1.0
TOI 231.01,24081.7810523,2.5685869,1036.7433695,273.0272959,12.7400071,5375.0,4.49371,1.0
TOI 2314.01,4172.2924827,4.5395335,934.5436034,180.2682649,11.9220549,6093.1,4.1,1.0
TOI 2316.01,10354.9916952,1.8584684,1515.409487,1246.3528431,19.2443952,6764.0,4.3,0.0
TOI 2317.01,6007.8703021,8.4494541,676.5210666,49.504685,11.625865,5635.75,4.12397,0.0
TOI 2319.01,855.5836036,6.1120058,253.0759438,0.9694479,4.1844083,6329.0,4.24509,2.0
TOI 2319.02,486.0090375,5.6290584,1003.1064616,239.281495,3.207554,6329.0,4.24509,1.0
TOI 232.01,27137.0920051,2.1560676,1497.5477444,1188.6218545,14.8542602,5436.0,4.46024,1.0
TOI 2320.01,4111.2234826,4.4875335,769.2502648,82.7545001,18.0,5879.0,4.28122,0.0
TOI 2321.01,867.0,3.612,101.0,0.0174179,2.90826,5645.84,4.46148,1.0
TOI 2322.01,712.14897,2.2719961,458.0310383,10.4016117,1.9090249,4465.0,4.6,2.0
TOI 2322.02,264.0,2.824,581.0,18.9311,1.02968,4465.0,4.6,2.0
TOI 2323.01,390.0,0.724,1363.0,574.294,3.78687,5522.0,3.99,0.0
TOI 2324.01,348.0,2.93,3265.0,18869.1,2.62395,6413.0,4.2,1.0
TOI 2327.01,1017.8544172,5.8475847,406.5961278,6.459129,3.1369358,6115.0,4.5616,1.0
TOI 2328.01,11430.0,3.357,589.0,20.0982,10.1067,5302.3,4.4,2.0
TOI 2329.01,6370.0,3.304,925.0,121.853,10.7773,5424.0,3.35,1.0
TOI 233.01,2783.7905216,2.0534143,361.1637726,4.0210338,2.0205499,3644.0,4.79912,1.0
TOI 233.02,1662.8398306,2.1444681,424.2232195,7.6541813,1.7056002,3644.0,4.79912,1.0
TOI 2330.01,7770.0,2.544,1586.0,1052.08,11.6656,5960.4,4.27,1.0
TOI 2331.01,7460.0,2.436,919.0,118.46,7.48939,3798.0,4.67,1.0
TOI 2332.01,14480.0,3.589,964.0,143.814,11.9137,5596.2,4.43,1.0
TOI 2333.01,2390.0,6.416,1067.0,215.552,8.78678,6115.0,3.97,1.0
TOI 2334.01,3960.0,3.047,875.0,97.3629,10.9403,5556.0,3.97,1.0
TOI 2336.01,3176.0,4.058,1340.0,536.15,10.7188,6458.0,4.03,2.0
TOI 2338.01,11530.0,3.468,537.0,13.8485,12.2765,5523.0,4.33,2.0
TOI 2339.01,2279.7003176,7.4907772,1297.9266601,670.6896654,12.0232332,5636.8,3.66,1.0
TOI 234.01,35229.7098319,1.4011791,662.6197999,45.5594673,10.4761821,3642.0,4.438,1.0
TOI 2340.01,3880.0,1.033,1215.0,362.237,6.06894,5027.0,4.64,0.0
TOI 2341.01,12050.0,0.472,630.0,26.3008,8.59148,3495.0,4.64,0.0
TOI 2342.01,1880.0,1.699,809.0,71.367,3.86968,4794.0,4.47,0.0
TOI 2343.01,1920.0,2.061,1215.0,362.749,6.72917,5927.0,4.28,1.0
TOI 2344.01,2680.0,4.171,1094.0,237.935,10.7065,5929.0,3.86,1.0
TOI 2345.01,358.5076064,1.5288415,1314.8062038,706.2654804,1.4203085,4621.0,4.54,1.0
TOI 2345.02,961.655867,4.6130523,384.3775426,5.1588515,2.3404732,4621.0,4.54,1.0
TOI 2346.01,12390.0,3.705,1715.0,1437.43,14.877,6605.0,4.33,1.0
TOI 2348.01,1170.0,1.047,1613.0,1124.6,4.985,6595.0,4.3,1.0
TOI 2350.01,1690.0,2.704,993.0,161.98,7.55444,5484.0,4.35,1.0
TOI 2350.02,1180.0,2.643,1205.0,350.476,3.8394,5484.0,4.35,1.0
TOI 2352.01,2020.0,1.099,1496.0,833.25,5.37039,5695.0,4.41,1.0
TOI 2353.01,701.5728877,3.0489623,1534.0120939,1308.6880472,6.2303216,6510.3,3.97,1.0
TOI 2354.01,2720.0,0.709,2222.0,4048.85,9.54792,6095.0,4.13,0.0
TOI 2355.01,1400.0,2.335,2228.0,4096.84,4.10761,6296.0,4.39,1.0
TOI 2356.01,970.0,3.096,1473.0,782.333,3.52758,6150.0,4.33,1.0
TOI 2357.01,5540.0,2.869,1047.0,200.057,12.2608,6493.0,4.17,1.0
TOI 2358.01,1440.0,0.374,1361.0,570.852,13.1558,6423.0,4.36,0.0
TOI 2359.01,4550.0,7.191,1802.0,1753.41,18.5118,6130.0,3.64,1.0
TOI 236.01,23574.842911,4.936391,1435.559122,1003.7032593,23.183789,6421.5,4.19,0.0
TOI 2360.01,9210.0,7.215,862.0,91.9765,15.1752,5963.1,4.08,0.0
TOI 2361.01,12010.0,3.934,888.0,103.489,12.1387,5395.0,4.36,1.0
TOI 2362.01,5264.9280735,2.7056073,1174.4675265,449.6608267,13.4708551,6104.5,4.19,1.0
TOI 2363.01,5400.0,3.879,1434.0,702.661,13.5659,6510.0,4.05,1.0
TOI 2364.01,9750.0,2.688,1062.0,211.813,9.57594,5216.0,4.44,2.0
TOI 2365.01,1138.1047916,0.6731474,2343.7030204,7130.6861294,4.3019481,5832.0,4.26,0.0
TOI 2367.01,17690.0,3.734,1186.0,329.499,14.4892,6046.0,4.42,1.0
TOI 2368.01,13020.075325,2.0076562,910.9289033,162.7267425,11.4726621,5177.0,4.48,2.0
TOI 2369.01,7030.0,3.418,1435.0,705.699,10.7493,5713.3,4.24,1.0
TOI 237.01,4797.1288482,1.5419673,352.0718502,3.6311669,1.7175409,3139.0,5.04944,2.0
TOI 2370.01,2490.0,3.827,824.0,76.8372,5.24953,5851.0,4.43,1.0
TOI 2371.01,9930.0,3.752,1253.0,409.667,12.907,5774.0,4.23,1.0
TOI 2372.01,5398.6996811,1.7572263,2879.9468214,16257.6914094,26.9739777,6127.1,3.67,0.0
TOI 2373.01,8210.0,4.384,805.0,69.8726,11.2448,5517.0,4.26,2.0
TOI 2374.01,9490.0,1.709,755.0,54.2011,8.01917,4929.5,0.1,2.0
TOI 2375.01,18930.0,1.808,789.0,64.3828,17.7265,5669.0,4.29,1.0
TOI 2376.01,3746.6638386,3.0676639,1449.2615097,1042.5767464,9.3708418,5672.5,4.4,1.0
TOI 2378.01,17834.0824111,2.0988025,950.2186404,192.6704823,11.5840209,4940.0,4.53,1.0
TOI 2379.01,32411.855989,1.8076781,584.247334,27.5364506,11.5779216,3770.0,4.61871,2.0
TOI 238.01,414.0,1.48,1412.0,660.277,1.57925,5024.0,4.5685,2.0
TOI 2380.01,5205.8347338,5.5895721,1671.1997882,1843.4632721,17.7519701,6067.2,3.73,1.0
TOI 2381.01,13949.1155643,1.8549863,1078.5360791,319.7861956,18.0229867,5337.0,4.5,1.0
TOI 2382.01,5135.6657253,2.1408549,1366.4599455,823.9647363,12.7709747,5884.5,4.3,1.0
TOI 2386.01,9248.4759918,2.3808565,1509.0388299,1225.5263733,13.8044661,6034.0,4.26998,1.0
TOI 2389.01,11568.4008531,1.4487311,1235.1886902,550.1159381,10.5103504,5335.0,4.5,1.0
TOI 239.01,4830.1859522,3.9413609,1412.8217887,941.6088632,9.8517709,6362.5,4.59,1.0
TOI 2390.01,1701.2818142,1.5061152,2177.929595,5317.3634661,8.4965052,7022.0,4.2,1.0
TOI 2391.01,14532.9486121,6.8077198,1164.3472682,434.3612918,21.4721115,5774.8,4.4,1.0
TOI 2392.01,416.0,4.672,1431.0,697.86,3.28952,6187.3,3.87,1.0
TOI 2392.02,315.0,3.892,2021.0,2770.93,2.96344,6187.3,3.87,1.0
TOI 2392.03,186.1944669,4.9227951,1209.6187141,505.9586098,2.4628421,6187.3,3.87,1.0
TOI 2393.01,5970.0,3.184,653.0,30.3347,9.05304,5603.0,4.35,1.0
TOI 2394.01,1790.0,2.236,1105.0,248.389,3.47575,5356.0,4.59,1.0
TOI 2395.01,10335.986166,4.0228111,1036.7520296,273.0364186,11.8276114,6394.0,4.43,1.0
TOI 2397.01,4920.0,3.947,1130.0,271.529,7.59354,5527.0,4.37,1.0
TOI 2398.01,11150.0,1.961,398.0,4.19986,8.75357,5099.0,4.55,1.0
TOI 2399.01,4290.0,1.814,1109.0,251.65,11.2463,6597.0,4.16,1.0
TOI 240.01,1766.1828394,4.2893299,453.4125095,9.9883786,3.6117414,4333.0,4.5109,1.0
TOI 2400.01,520.0,1.404,1993.0,2619.59,5.37338,6444.0,3.84,0.0
TOI 2401.01,2639.0,3.651,1704.0,1402.27,18.1157,6294.0,3.55,1.0
TOI 2402.01,7700.0,2.892,999.0,165.972,8.55825,5519.0,4.45,1.0
TOI 2403.01,13033.5612701,3.7636624,2159.4341567,5139.026625,21.9555549,6278.2,3.97,1.0
TOI 2404.01,1126.8782473,4.5890238,751.630191,75.428916,4.2523478,6142.0,4.35874,1.0
TOI 2404.02,2304.7237253,4.8874071,487.5546513,13.3540875,9.1295659,6142.0,4.35874,0.0
TOI 2404.03,2377.6887561,3.6758167,487.555473,13.3541775,9.5163991,6142.0,4.35874,0.0
TOI 2405.01,2235.6640941,1.6873516,946.5097378,189.6799154,4.1930997,4001.0,4.47278,1.0
TOI 2406.01,18848.5607395,1.2491751,410.2983965,6.6976166,2.722618,3163.0,5.0701,2.0
TOI 2407.01,5132.6782834,1.6998642,657.0962083,44.0592242,3.7942392,3596.0,4.71597,2.0
TOI 2408.01,5050.0,3.061,787.0,63.7261,5.45543,4935.0,4.59823,1.0
TOI 241.01,14246.4665531,2.3006751,1679.40501,1879.9347662,12.9811619,6286.0,4.438,1.0
TOI 2411.01,519.1912192,1.2621481,1288.7431256,651.9082071,1.7472713,4099.0,4.52,2.0
TOI 2413.01,4668.5368695,5.9221882,914.4158726,165.23271,12.4259675,5184.9,3.9254,0.0
TOI 2414.01,14073.5021163,1.5669528,1449.482283,1043.2121756,12.9084635,5627.0,4.45645,1.0
TOI 2415.01,37197.8857871,1.0,1196.5565655,484.4555527,12.0910878,3558.0,4.63662,1.0
TOI 2416.01,6510.0,3.755,942.0,130.93,11.5451,5515.2,4.24,2.0
TOI 2417.01,830.0,2.308,993.0,161.807,4.9031,5485.4,3.9,0.0
TOI 2418.01,2240.0,4.923,883.0,100.989,7.41184,5095.0,4.56,0.0
TOI 2419.01,915.0,5.943,888.0,103.276,3.61081,5924.0,4.14,1.0
TOI 242.01,25410.703288,4.249306,1141.1166259,400.7201062,20.517917,6083.0,4.28983,0.0
TOI 2420.01,2670.0,3.747,1166.0,307.599,11.8252,5707.0,3.76,2.0
TOI 2421.01,3520.0,4.684,1475.0,786.037,10.753,5618.0,3.93,2.0
TOI 2423.01,12640.0,4.208,701.0,40.1659,14.2836,6057.0,4.41,1.0
TOI 2424.01,4155.6104825,6.6166181,1258.376981,592.6032964,17.1909846,6173.5,3.76326,0.0
TOI 2425.01,11200.0,4.068,364.0,2.93192,8.48837,5216.0,4.6039,1.0
TOI 2426.01,460.0,2.691,1226.0,376.072,2.38239,5716.0,4.42,1.0
TOI 2427.01,560.0,0.634,783.0,62.7136,1.99844,4072.0,4.58,2.0
TOI 2429.01,591.5301151,3.102328,835.9337133,115.4006791,2.1949984,5517.8,4.57,1.0
TOI 2430.01,680.0,0.909,1598.0,1082.9,4.67495,6409.0,4.14,1.0
TOI 2431.01,540.0,0.292,1998.0,2649.15,5.59553,4079.0,4.58,2.0
TOI 2432.01,870.0,1.491,1446.0,727.6,8.96794,6130.5,3.58,1.0
TOI 2433.01,3377.1602587,2.8686583,200.5072077,0.3819803,1.8103101,3323.0,4.91599,1.0
TOI 2435.01,1840.1196782,5.0482027,595.3675075,29.6935087,3.7761104,5650.08,4.55536,1.0
TOI 2436.01,367.8233419,8.7302689,656.555832,43.914471,2.4101533,6291.0,4.34633,1.0
TOI 2437.01,1263.5326305,3.01966,1126.8564017,381.0617054,4.1062551,5927.0,4.37728,1.0
TOI 2439.01,2859.7577713,4.0964994,679.0808773,50.2582088,5.0510341,5283.0,4.438,1.0
TOI 244.01,953.5477499,1.3164962,409.942287,6.6743946,1.2711131,3342.0,4.438,2.0
TOI 2441.01,3520.6971104,2.5413229,363.3971818,4.1214233,2.9698317,3478.0,4.76582,1.0
TOI 2441.02,1282.3227899,2.0186927,481.205367,12.6719325,2.0319062,3478.0,4.76582,1.0
TOI 2442.01,131000.0,6.507,1053.0,204.585,10.2267,5762.0,4.44944,0.0
TOI 2443.01,1393.3814802,4.562853,486.9971964,13.2931176,2.6868893,4214.44,4.52845,2.0
TOI 2445.01,2322.6218151,0.4918187,964.4647664,204.4873602,1.4062147,3333.0,4.95786,2.0
TOI 2446.01,1215.9529886,5.4844,690.8611696,53.8374071,4.2075538,5926.0,4.48242,1.0
TOI 2447.01,8735.0,8.291,719.0,44.5933,10.2185,5825.0,4.43,2.0
TOI 2448.01,492.0,3.08,1463.0,762.028,3.54998,9671.0,4.33,0.0
TOI 2448.02,483.0,3.198,1035.0,191.036,3.80858,9671.0,4.33,1.0
TOI 2449.01,10168.0,7.792,1215.0,362.642,11.9082,6054.0,4.43,2.0
TOI 245.01,1107.0,0.926,886.0,102.621,12.5053,6208.0,4.438,1.0
TOI 2450.01,6750.4878782,4.3420932,582.0683673,27.1279511,6.4171164,5426.0,4.63305,1.0
TOI 2451.01,24850.3953805,0.9696069,1174.242267,449.3159514,8.5611179,3199.0,4.70217,0.0
TOI 2453.01,3375.8183277,1.393441,550.7815271,21.7489585,3.0014777,3609.0,4.73522,1.0
TOI 2454.01,968.2734253,2.8291905,659.8835801,44.8115834,2.5051088,4431.2,4.45,1.0
TOI 2455.01,47110.570638,1.8316316,526.8565787,18.2091901,14.6186346,3553.0,4.74625,1.0
TOI 2456.01,1219.8107094,1.8522307,539.4735051,20.0171149,2.8398685,4968.0,4.55877,1.0
TOI 2457.01,1859.1571503,2.5629666,452.1179596,9.8747938,2.7591068,4045.0,4.63657,1.0
TOI 2458.01,310.4978088,1.9917422,1396.0501486,897.6872949,2.3797323,6092.0,4.25,2.0
TOI 2459.01,1906.0596245,3.2516728,435.7259839,8.5187297,2.9365337,4195.0,4.59888,2.0
TOI 246.01,14639.4155321,3.7599578,916.2147815,166.5367856,15.0953,5070.0,4.47933,1.0
TOI 2461.01,5383.8458373,4.1830206,1406.0290126,923.6302124,13.7037465,6513.0,4.08,1.0
TOI 2462.01,6907.9754982,4.7778345,1012.8837698,248.7479157,17.4453322,5365.0,4.41,1.0
TOI 2463.01,1233.9391066,12.7030565,1591.7023708,1516.940178,11.6613557,6481.0,3.54495,1.0
TOI 2464.01,19800.0,2.727,1061.0,210.575,12.5471,5160.0,4.49546,1.0
TOI 2465.01,892.1135724,2.9961712,1305.1938483,685.837258,3.1563691,6808.4,4.59,1.0
TOI 2466.01,10650.0,4.087,1973.0,2520.03,18.7969,6475.0,4.0609,1.0
TOI 2467.01,444.0879481,1.3491032,1197.6740653,486.2678796,1.7738475,4909.0,4.52554,1.0
TOI 2468.01,1920.0,3.788,782.0,62.1143,11.2009,6102.0,3.75,0.0
TOI 2469.01,7940.0,3.225,2006.0,2690.9,23.4044,6931.0,3.8,0.0
TOI 247.01,14223.1726719,2.4617762,1233.1457715,546.4855387,14.3752921,5540.0,4.42136,1.0
TOI 2470.01,800.0,2.347,687.0,37.1797,2.12356,4562.0,4.56,1.0
TOI 2471.01,1420.0,2.777,1522.0,891.424,13.2476,5908.4,3.55,1.0
TOI 2472.01,390.0,6.71,1088.0,232.874,3.35556,5824.0,4.0,1.0
TOI 2473.01,3562.0,2.756,3579.0,27258.8,17.567,6589.1,4.21,1.0
TOI 2475.01,1190.0,2.823,620.0,24.617,4.82429,5600.0,4.16,0.0
TOI 2477.01,1383.0,5.598,229.0,511.815,12.9584,7505.2,4.09,1.0
TOI 2478.01,568.2994163,2.8595222,1385.5952225,871.0969851,2.737769,5748.0,4.34,1.0
TOI 2479.01,965.1649482,4.9462843,565.8728882,24.2324067,3.7858994,5363.1,4.08,1.0
TOI 248.01,411.3820085,3.4644509,1046.7197587,283.6891271,2.3197704,5711.7,3.84,1.0
TOI 2480.01,2190.0,3.414,913.0,115.756,9.40688,6421.0,3.98,0.0
TOI 2481.01,1260.0,3.374,766.0,57.2917,3.11124,5567.0,4.56,1.0
TOI 2483.01,650.0,1.302,1675.0,1309.65,4.86539,6137.7,4.19,0.0
TOI 2484.01,2970.0,2.517,787.0,63.8466,5.183,5632.0,4.54,1.0
TOI 2485.01,4780.0,6.217,1121.0,262.58,12.196,6016.4,4.01,2.0
TOI 2487.01,14990.0,3.141,1430.0,695.002,15.364,5822.0,4.3,1.0
TOI 2488.01,1933.6811005,4.2439843,1187.3005031,469.63841,10.5027085,5394.0,4.4,1.0
TOI 249.01,1341.3720224,2.3345844,570.3462995,25.0078015,2.2695325,4157.0,4.59257,1.0
TOI 2490.01,4407.5735305,7.474737,770.4245689,83.2609761,7.8938765,5459.0,4.27837,1.0
TOI 2492.01,13680.0,4.977,1118.0,260.172,17.4827,6519.0,4.22,0.0
TOI 2493.01,1704.3313705,2.0935301,468.4364849,11.3795177,2.6595119,4242.0,4.62878,1.0
TOI 2494.01,9060.0,1.976,800.0,68.1559,9.53663,5376.0,4.49858,1.0
TOI 2494.02,590.0,1.881,1257.0,415.189,2.23597,5376.0,4.49858,1.0
TOI 2495.01,2783.9129229,1.6941573,379.9713444,4.92634,1.8939264,3356.0,4.8711,1.0
TOI 2496.01,77503.5100766,1.9286406,741.6362852,71.4965163,22.9576146,3273.0,4.66823,1.0
TOI 2497.01,2103.6578759,7.8236322,1433.4467118,997.808531,11.7630857,6715.0,3.79727,2.0
TOI 2498.01,1316.4622757,2.975208,1352.3587386,790.4759269,4.774123,5938.0,4.25146,2.0
TOI 250.01,13798.6701483,2.368249,1602.7450127,1559.4761539,12.9621642,5700.0,4.39502,1.0
TOI 2500.01,6470.0,3.031,1978.0,2541.33,13.1598,7837.0,4.31121,1.0
TOI 2501.01,1501.6874101,2.2585228,641.8756259,40.1166389,2.6350944,4066.0,4.60684,1.0
TOI 2502.01,5433.0348726,4.4361226,1762.1995122,2278.9841698,13.070864,6534.0,4.09026,1.0
TOI 2503.01,17781.0520005,2.2718194,1434.4366942,1000.567857,13.2366563,5457.0,4.44807,1.0
TOI 2504.01,3149.5795009,4.703902,1277.4513763,629.3590997,15.2559264,8389.0,4.29787,1.0
TOI 2505.01,640.0,1.958,1297.0,470.021,4.096,5879.0,4.09,1.0
TOI 2507.01,657.1128437,3.4976316,676.7077743,49.5593572,2.7663379,5824.0,4.53,1.0
TOI 251.01,844.8199092,2.1294254,1041.1942661,277.7461661,2.8269897,5862.0,4.51783,2.0
TOI 2510.01,500.0,1.282,1326.0,514.024,2.69714,6317.0,4.35,0.0
TOI 2511.01,1920.0,0.912,1906.0,2195.21,9.70612,6811.0,4.02,0.0
TOI 2512.01,150.0,5.507,2502.0,6511.62,2.03235,6393.0,4.08,1.0
TOI 2513.01,530.0,2.577,1727.0,1478.98,3.9587,6039.0,4.03,1.0
TOI 2514.01,510.0,4.047,1181.0,323.891,2.10043,5563.0,4.45,1.0
TOI 2515.01,2450.0,2.417,1493.0,826.195,13.6737,6127.0,4.02,1.0
TOI 2517.01,350.0,2.49,1726.0,1476.0,5.07891,6863.0,3.93,0.0
TOI 2518.01,550.0,3.401,1095.0,239.133,2.18563,6016.0,4.49,1.0
TOI 2519.01,770.0,2.062,691.0,38.0097,2.29124,4742.0,4.57,1.0
TOI 2520.01,320.0,4.133,2128.0,3407.6,1.39836,5298.0,4.62,1.0
TOI 2522.01,350.0,4.365,2033.0,2840.05,1.66554,5531.0,4.45,1.0
TOI 2523.01,660.0,2.849,1200.0,344.881,2.86438,5809.0,4.36,1.0
TOI 2524.01,11192.4995247,4.2542613,1061.0,210.609,13.1612,5758.3,4.3,2.0
TOI 2525.01,6473.602151,6.4129373,512.9721403,16.3642505,9.7267129,4944.0,4.51,2.0
TOI 2525.02,15606.4614867,6.5807145,399.9626824,6.0478205,10.3670919,4944.0,4.51,2.0
TOI 2526.01,7890.0,5.197,1268.0,429.98,11.7844,5923.0,4.25,1.0
TOI 2527.01,1260.0,3.706,2270.0,4411.81,12.146,6919.0,3.54,1.0
TOI 2528.01,8540.0,5.928,1056.0,206.968,8.72604,5980.0,4.56,1.0
TOI 2529.01,4240.0,8.943,808.0,70.9731,10.9718,5822.0,3.97,2.0
TOI 253.01,308.8285985,2.0,723.3731892,64.709886,1.328654,4020.0,4.438,1.0
TOI 2530.01,21624.0,4.646,405.0,4.48015,11.1787,4490.0,4.55,1.0
TOI 2531.01,13497.6071224,3.168587,789.8623006,91.987019,10.1405034,5320.0,4.52,1.0
TOI 2532.01,11640.0,4.223,721.0,44.9403,9.46753,5560.0,4.54,1.0
TOI 2533.01,6690.0,2.896,1008.0,171.835,9.65352,6144.3,4.4,1.0
TOI 2534.01,5180.0,8.475,1011.0,174.059,12.0956,6421.5,4.12,1.0
TOI 2535.01,11810.0,3.038,566.0,17.053,9.85518,5278.0,4.51,1.0
TOI 2537.01,20525.1201107,4.8738442,421.2871907,7.444474,14.5890881,4696.7,4.54,2.0
TOI 2538.01,1480.0,3.606,2282.0,4501.88,12.2597,7340.8,4.09,1.0
TOI 2539.01,1343.3387762,1.5285482,2118.8465446,4763.4215785,5.2012051,5799.4,4.11,1.0
TOI 2540.01,1144.1789073,3.1582562,477.2453303,12.2599233,2.5924633,4036.3,4.65,1.0
TOI 2541.01,520.0,2.702,2858.0,11077.2,8.14924,7839.6,4.13,1.0
TOI 2543.01,3098.3066655,6.4481914,1331.0393949,741.7962608,10.8099759,6349.8,4.11,2.0
TOI 2544.01,3392.7700746,3.7404027,952.5129011,194.5380096,15.3646915,5441.0,4.41,0.0
TOI 2545.01,404.6194381,4.271047,1022.9865778,258.8217348,2.5576021,5846.29,4.26525,2.0
TOI 2547.01,14975.1986739,2.7479753,1418.5620601,957.0053443,13.1879107,5785.79,4.39543,1.0
TOI 2548.01,18942.0,2.444,676.0,34.6952,12.0756,5238.0,4.54438,1.0
TOI 2548.02,549.0,0.779,1719.0,1452.18,4.98711,5238.0,4.54438,2.0
TOI 255.01,13994.0625365,2.8737522,1269.8918153,614.5934084,12.0658006,5700.0,4.39704,1.0
TOI 2550.01,3806.1953378,1.9063647,827.1534677,110.6280815,5.7395383,5509.1,4.52,0.0
TOI 2551.01,2660.0,2.335,1355.0,560.394,7.79881,7980.0,4.37685,1.0
TOI 2552.01,2049.0263458,1.8215643,847.8780456,122.1390568,3.0793796,4007.0,4.56359,1.0
TOI 2553.01,11925.6417552,4.5181283,936.3549718,181.6699451,11.5945537,5757.5,4.29,1.0
TOI 2554.01,7043.2784811,5.3639991,1574.6602021,1453.0093429,17.7665063,6969.2,4.17,0.0
TOI 2558.01,6535.8664276,4.2520718,805.3455558,99.4145767,12.0078948,5834.0,4.25,1.0
TOI 2559.01,25670.0,2.627,1093.0,236.94,14.9915,5709.9,4.53,1.0
TOI 256.01,6560.492087,2.069051,157.0898896,0.1439176,1.8439453,3131.0,5.05701,1.0
TOI 256.02,3469.450739,1.4759325,394.3844097,5.7174182,1.5659937,3131.0,5.05701,1.0
TOI 2560.01,19660.0,2.634,1117.0,258.816,13.8379,5321.0,4.42,1.0
TOI 2561.01,8510.0,3.142,1553.0,966.571,15.2778,5905.0,4.05,1.0
TOI 2562.01,12060.0,2.896,1256.0,413.846,13.766,6054.0,4.3,1.0
TOI 2563.01,16210.0,2.301,907.0,112.463,13.248,5487.0,4.41,1.0
TOI 2564.01,8787.4795537,2.38162,1237.0322556,553.4075728,11.5792771,5698.0,4.33,1.0
TOI 2565.01,3689.4781363,3.7793044,1588.9398662,1506.4365626,11.7222736,5840.0,3.9,1.0
TOI 2566.01,9271.0628122,2.9567547,900.6689155,155.5183712,8.4263554,4927.6,4.52,1.0
TOI 2567.01,3826.4375501,5.3886513,1278.9368045,632.2914999,10.7016592,5609.0,3.96,2.0
TOI 2568.01,10320.0,3.522,1799.0,1741.71,15.9782,7250.0,4.26,1.0
